Company_Brand,Sector,Stage,HeadQuarter,BIO,Year,Amount
Groww,Technology,Series D,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,0.0
Avanti Finance,Technology,Series A,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,0.0
Kudos,Technology,Pre-Series,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,0.0
OfBusiness,Technology,,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,0.0
Superpro.ai,Video communication,Seed,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,0.0
ShareChat,Social Media,,Bangalore,ShareChat is a social networking and regional content platform.,2021,0.0
WiT-ACE,Skill development,Seed,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,0.0
Spinny,Retail,Series C,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,0.0
Alteria Capital,Technology,Debt,Mumbai,Alteria Capital is a Venture debt firm .,2021,0.0
Safexpay,Technology,,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,0.0
PumPumPum,Rental,Pre-Series,Gurugram,Pumpumpum is a car rental company.,2021,0.0
Speciale Invest,Technology,,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,0.0
Eunimart,E-commerce,Pre-Series,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,0.0
Meesho,E-commerce,,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,0.0
CareerLabs,Technology,,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,0.0
Uable,Technology,Pre-Series,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,0.0
Zoko,Technology,Seed,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,0.0
GetWork,Recruitment,Seed,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,0.0
Easebuzz,E-commerce,Series A,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,0.0
Chingari,Social Media,,Bangalore,Chingari operates as a short video platform.,2021,0.0
DusMinute,Retail,Pre-Series,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,0.0
Onsurity,Health Care,,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021,0.0
Karbon Card,Technology,,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,0.0
Factors.AI,Internet Services,,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,2000000.0
Elevar,Sports,,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,2000000.0
Studio Sirah,Undisclosed,,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,800000.0
OTO Capital,Technology,,Mumbai,The Future Of Vehicle Ownership!,2021,800000.0
1Bridge,Consumer Goods,,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,2500000.0
Skeps,Technology,,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,9500000.0
Curefoods,Undisclosed,,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,13000000.0
TartanSense,Technology,,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,5000000.0
Bewakoof,Apparel & Fashion,,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,8000000.0
Kirana247,Logistics & Supply Chain,,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,8000000.0
FanPlay,Undisclosed,Angel,Undisclosed,A real money game app specializing in trivia games,2021,8000000.0
NeoDocs,Health Care,,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,8000000.0
IsGoingOnline,Retail,,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,200000.0
Camp K12,Technology,,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,12000000.0
Elda Health,Health Care,,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,1500000.0
Sporjo,Technology,,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2000000.0
Advantage Club,Technology,,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,1700000.0
SuperGaming,Gaming,,Pune,"At SuperGaming, building India's best gaming company.",2021,5500000.0
Ruptok,Technology,,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,5500000.0
TartanSense,Technology,Series A,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,5000000.0
Kirana247,Logistics & Supply Chain,Pre-Series,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,8000000.0
NeoDocs,Health Care,Seed,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,8000000.0
IsGoingOnline,Retail,Pre-Series,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,200000.0
Camp K12,Technology,Series A,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,12000000.0
Elda Health,Health Care,Seed,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,1500000.0
Sporjo,Technology,Pre-Series,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2000000.0
SuperGaming,Gaming,Series A,Pune,"At SuperGaming, building India's best gaming company.",2021,5500000.0
O’ Be Cocktails,Wine & Spirits,,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,2021,400000.0
Zetwerk,Mechanical & Industrial Engineering,Series E and Beyond,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,150000000.0
AppsForBharat,Spiritual,Seed,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021,4000000.0
Imagimake,Consumer Goods,,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2021,4000000.0
Khatabook,Financial Services,Series C,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021,100000000.0
Smytten,Consumer Goods,Series A,Gurugram,India's largest premium discovery and trial platform!,2021,100000000.0
Syook,Industrial Automation,Series A,Bangalore,Syook is building the next generation enterprise IOT platform.,2021,100000000.0
Akudo,Technology,Seed,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021,100000000.0
NOTO,Consumer Goods,Pre-Series,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,500000.0
Lumiq,Technology,Seed,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,2000000.0
CommerceUp,Technology,Seed,Gurugram,Grow and manage ecommerce business from single dashboard,2021,2000000.0
Breathe Well-being,Health Care,Series A,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,5500000.0
Hike,Technology,,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021,5500000.0
House of Kieraya,Lifestyle,,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2021,15000000.0
goEgoNetwork,Automotive,,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021,2000000.0
Probus,IoT,Bridge,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,500000.0
DrinkPrime,Consumer Goods,,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021,500000.0
Smart Express,Logistics,Seed,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021,10000000.0
Smallcase,Technology,Series C,Bangalore,Smallcase is a new way to invest in the stock markets.,2021,40000000.0
SATYA MicroCapital,Banking,,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021,10000000.0
Snack Amor,Undisclosed,,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2021,10000000.0
Postman,Technology,Series D,Bangalore,Postman is the collaboration platform for API development.,2021,225000000.0
Hashnode,Technology,Series A,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021,6700000.0
RACEnergy,Automotive,Seed,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021,1300000.0
BharatPe,Technology,Debt,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,2021,20000000.0
Gyde,Technology,Seed,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021,250000.0
BatteryPool,Automotive,Seed,Pune,Building the Operating System for managing Electric Vehicles in fleets.,2021,250000.0
AgNext,Technology,Series A,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021,21000000.0
Xpresslane,Technology,Seed,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,400000.0
LoanKuber,Digital mortgage,Pre-Series,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021,400000.0
OYO,Hospitality,Series E and Beyond,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,2021,5000000.0
Rapido,Undisclosed,,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021,52000000.0
YPay,Technology,,Noida,YPay Card is the new way to manage money.,2021,400000.0
SleepyCat,Furniture,,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021,3800000.0
Ultrahuman,Health Care,,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021,17500000.0
UpScalio,E-commerce,,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,42000000.0
Yellow Class,Technology,,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021,42000000.0
Yojak,B2B marketplace,,Gurugram,India’s first B2B online marketplace for building material.,2021,3800000.0
CreatorStack,Technology,,Bangalore,Helping creators globally to engage deeply with their fans and communities,2021,2000000.0
Expertrons,Technology,,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,2300000.0
Rage Coffee,Undisclosed,,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021,5000000.0
Klub,Financial Services,,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021,20000000.0
Navia Life Care,Healtcare,,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,2021,20000000.0
1K Kirana Bazaar,Retail,,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,2021,7000000.0
Zupee,Gaming,,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021,30000000.0
Locale.ai,Location Analytics,,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,2021,30000000.0
VerSe Innovation,Media,,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021,450000000.0
MetroRide,Transport Services,,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",2021,450000000.0
Miko,Consumer Electronics,,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021,28000000.0
Whiz League,Technology,,New Delhi,Revolutionizing learning experience that goes beyond academia,2021,28000000.0
Hash,Tobacco,,New Delhi,Hash is a new startup in consumer goods.,2021,3500000.0
Unacademy,Technology,,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021,3500000.0
Log 9 Materials,Deeptech,Series A,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,8500000.0
upGrad,Technology,,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021,25000000.0
FlashPrep,Technology,Seed,Bangalore,FlashPrep is the smart way to master learning.,2021,500000.0
Kenko Health,Insuretech,Pre-Series,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,1700000.0
Wiz Freight,Logistics & Supply Chain,Seed,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,3500000.0
Credgenics,Financial Services,Series A,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,25000000.0
BlueLearn,Technology,Seed,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,400000.0
NimbleBox.ai,MLOps platform,Seed,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,400000.0
Pickrr,Logistics & Supply Chain,Series B,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,12000000.0
Stellaris Venture Partners,Venture Capital,,Bangalore,Early-stage tech VC in India.,2021,225000000.0
Grip Invest,Financial Services,Series A,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,3000000.0
Heads Up For Tails,Pet care,Series A,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,37000000.0
Blue Tokai Coffee Roasters,Undisclosed,Pre-Series,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,2000000.0
Neeman,Consumer Goods,Series A,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,2000000.0
BharatPe,Technology,Series E and Beyond,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,370000000.0
GoSats,Technology,Seed,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,700000.0
StockGro,Technology,Pre-Series,Bangalore,Making Investment Social- India's First Social Trading Platform,2021,5000000.0
Onsurity,Health Care,Series A,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,16000000.0
Khabri,Media,Pre-Series,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,2000000.0
Celcius,Logistics,,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021,500000.0
AyuRythm,Health Care,Seed,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,500000.0
Enguru,Technology,Pre-Series,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,500000.0
Rocket Skills,Technology,Seed,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,200000.0
RenewBuy,Technology,Series C,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,10000000.0
Faarms,Technology,Seed,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,2000000.0
UrbanMatrix Technologies,Drone,,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021,100000.0
Jupiter,Banking,Series B,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2021,44000000.0
Pixuate,Deeptech,Seed,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,44000000.0
Playo,Technology,Pre-Series,Bangalore,Playo is a one stop destination app for all things sports,2021,500000.0
Toothsi,Health Care,Series B,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2021,20000000.0
Soothe Healthcare,Consumer Goods,Series C,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,10000000.0
Goodmeetings,Technology,Series A,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2021,1700000.0
Apnaklub,Wholesale,Seed,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,3500000.0
ChefKart,Consumer Goods,Seed,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,3500000.0
Fashinza,Apparel & Fashion,Series A,Gurugram,A new-age supply chain and product development platform for the fashion industry.,2021,20000000.0
Fabheads,Industrial Automation,Pre-Series,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,20000000.0
QuickShift,Logistics & Supply Chain,Seed,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,770000.0
StackBOX,Logistics & Supply Chain,,Bangalore,DISTRIBUTION SIMPLIFIED,2021,770000.0
MedPrime Technologies,Health Care,Seed,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,770000.0
infra.market,Construction,Series D,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,125000000.0
CollegeDekho,E-learning,Series B,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,35000000.0
BOX8,Undisclosed,,Mumbai,India's Largest Desi Meals Brand,2021,40000000.0
Simpl,Consumer Services,Series B,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,40000000.0
8i Ventures,Venture Capital & Private Equity,,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021,50000000.0
PayGlocal,Financial Services,Series A,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021,4900000.0
Curefit,Health Care,,Bangalore,Tata Digital-backed Curefit,2021,145000000.0
Pocket FM,OTT,Series B,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,22000000.0
CHARGE+ZONE,Automotive,,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021,10000000.0
PlanetSpark,Education,Series B,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,13000000.0
LenDenClub,Financial Services,Series A,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,10000000.0
CometChat,Technology,Series A,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,10000000.0
AgroStar,Technology,Series D,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,70000000.0
Bizongo,Undisclosed,Series D,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2021,100000000.0
Probus Insurance,Insurance,,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2021,6700000.0
MoEngage,Technology,Series D,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,30000000.0
CloudSEK,Technology,Series A,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,7000000.0
Exponent Energy,Automotive,Pre-Series,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,5000000.0
Trinkerr,Capital Markets,Series A,Bangalore,Trinkerr is India's first social trading platform.,2021,6600000.0
Zorro,Social network,Seed,Gurugram,Pseudonymous social network platform,2021,32000000.0
Ultraviolette,Automotive,Series C,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,150000000.0
NephroPlus,Health Care,Series E and Beyond,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,24000000.0
Unremot,Undisclosed,Seed,Bangalore,Unremot is a personal office for consultants!,2021,700000.0
FanAnywhere,Financial Services,Seed,Bangalore,Celebrity NFT platform,2021,700000.0
PingoLearn,E-learning,,Pune,PingoLearn offers language learning courses with snackable videos.,2021,200000.0
Spry,Music,Seed,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,1500000.0
Enmovil,Undisclosed,Pre-Series,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,1300000.0
ASQI Advisors,Financial Services,Pre-Series,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021,1300000.0
Insurance Samadhan,Insurance,Pre-Series,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,725000.0
Evenflow Brands,Consumer Goods,,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,500000.0
MasterChow,Hauz Khas,Seed,Undisclosed,A ready-to-cook Asian cuisine brand,2021,461000.0
Fullife Healthcare,Health Care,,Undisclosed,Varun Khanna,2021,461000.0
MoEVing,Technology,,Gurugrama,"Vikash Mishra, Mragank Jain",2021,461000.0
Pristyn Care,Health Care,Series E and Beyond,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021,96000000.0
Plix,Health Care,Series A,Mumbai,Plant-based nutraceutical firm,2021,5000000.0
Uni Cards,Financial Services,Series A,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021,70000000.0
Practically,E-learning,,Hyderabad,An experiential learning app for grades 6th to 12th.,2021,5000000.0
Nestasia,Retail,Series A,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021,4000000.0
Vedic Cosmeceuticals,Cosmetics,Series A,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021,32000000.0
Juspay,Technology,Series C,Bangalore,Enable frictionless payments for the billion Indians.,2021,60000000.0
TranZact,Undisclosed,Series A,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,2021,7000000.0
Atomberg,Consumer Electronics,,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2021,20000000.0
Ola,Mobility,,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2021,500000000.0
Mohalla Tech,Social media,Series E and Beyond,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2021,266000000.0
Stack,Financial Services,Seed,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2021,4500000.0
PropReturns,Real Estate,,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021,4500000.0
WeSkill,E-learning,Seed,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2021,4000000.0
Fitpage,Health Care,,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2021,4000000.0
ShopMyLooks,Digital platform,,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021,200000.0
ByteLearn,E-learning,Seed,Noida,AI powered teaching assistant for 100 Mn teachers across the world,2021,9500000.0
Dista,Technology,Seed,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2021,9500000.0
OfBusiness,Financial Services,,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2021,325000000.0
Bizongo,B2B Ecommerce,Series D,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,2021,100000000.0
FRND,Online Media,Series A,Bangalore,FRND is an audio dating app for Bharat,2021,6500000.0
Metadome,Technology,Pre-Series,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2021,4000000.0
Keka HR,Undisclosed,,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2021,1600000.0
The Gourmet Jar,Undisclosed,,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2021,150000.0
Flo Mobility,Industrial Automation,,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021,400000.0
Yodacart,E-commerce,Seed,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2021,225000.0
TheHouseMonk,Real Estate,,Bangalore,A complete property management software platform for team&customers.,2021,5000000.0
Zepto,E-commerce,,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,100000000.0
Sirona Hygiene,Health Care,,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2021,10000000.0
Jumbotail,B2B Ecommerce,Series C,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2021,85000000.0
Captain Fresh,Logistics & Supply Chain,Series B,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021,40000000.0
Deciwood,Consumer Electronics,,New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2021,200000.0
Kohbee,E-learning,Seed,Bangalore,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2021,235000.0
Perfora,Consumer Goods,Seed,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021,260000.0
Unbox Robotics,Logistics & Supply Chain,Series A,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2021,7000000.0
Ninety One,Consumer Goods,Series A,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2021,30000000.0
Gobillion,Social commerce,Seed,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021,2900000.0
RIPPLR,Logistics & Supply Chain,Pre-Series,Bangalore,India’s first Plug-n-Play distribution ecosystem for brands,2021,12000000.0
SK Finance,Financial Services,Series E and Beyond,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,2021,53000000.0
Eggoz,Undisclosed,Series A,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2021,3500000.0
Fabriclore,Apparel & Fashion,Pre-Series,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2021,700000.0
Veefin,Undisclosed,,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2021,3000000.0
Verandah,Apparel & Fashion,Seed,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2021,3000000.0
